idx,text,label,category
2566,"Sorry,in meeting I'll call later",1,easy
2567,Do u still have plumbers tape and a wrench we could borrow?,1,ambiguous
2568,We will meet soon princess! Ttyl!,1,easy
2569,Is toshiba portege m100 gd?,1,ambiguous
2570,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,1,ambiguous
2571,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,1,ambiguous
2572,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,0,ambiguous
2573,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,ambiguous
2574,"Cool, I'll text you in a few",1,ambiguous
2575,Ok lor.,1,easy
2576,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",1,easy
2577,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",1,none
2578,"Awesome, think we can get an 8th at usf some time tonight?",1,easy
2579,No plm i will come da. On the way.,1,easy
2580,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,1,easy
2581,Think + da. You wil do.,1,easy
2582,What is important is that you prevent dehydration by giving her enough fluids,1,ambiguous
2583,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",1,ambiguous
2584,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,1,hard
2585," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",1,none
2586,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",1,none
2587,Please da call me any mistake from my side sorry da. Pls da goto doctor.,1,easy
2588,"Sorry, was in the bathroom, sup",1,none
2589,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,0,ambiguous
2590,"Yeah, that's fine! It's £6 to get in, is that ok? ",1,none
2591,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",1,easy
2592,"Ok, be careful ! Don't text and drive !",1,none
2593,As usual u can call me ard 10 smth.,1,easy
2594,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",1,ambiguous
2595,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,1,easy
2596,S..antha num corrct dane,1,none
2597,He dint tell anything. He is angry on me that why you told to abi.,1,ambiguous
2598,Am not interested to do like that.,1,ambiguous
2599,You call him and tell now infront of them. Call him now.,1,none
2600,Carlos says he'll be at mu in  &lt;#&gt;  minutes,1,none
2601,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",1,easy
2602,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,0,ambiguous
2603,I dont know why she.s not getting your messages,1,easy
2604,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,1,easy
2605,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,1,easy
2606,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,1,none
2607,Now project pa. After that only i can come.,1,easy
2608,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,1,none
2609,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,0,ambiguous
2610,Ü called dad oredi...,1,easy
2611,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",0,ambiguous
2612,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,0,ambiguous
2613,Okay same with me. Well thanks for the clarification,1,ambiguous
2614,So u gonna get deus ex?,1,easy
2615,He also knows about lunch menu only da. . I know,1,none
2616,"I call you later, don't have network. If urgnt, sms me.",1,easy
2617,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,0,ambiguous
2618,S:)no competition for him.,1,none
2619,i dnt wnt to tlk wid u,1,none
2620,"Machan you go to gym tomorrow,  i wil come late goodnight.",1,easy
2621,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,1,easy
2622,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,0,ambiguous
2623,Just buy a pizza. Meat lovers or supreme. U get to pick.,1,ambiguous
2624,Are you there in room.,1,none
2625,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",1,none
2626,G.W.R,1,ambiguous
2627,Nvm take ur time.,1,none
2628,"not that I know of, most people up here are still out of town",1,none
2629,Why do you ask princess?,1,none
2630,Well there's still a bit left if you guys want to tonight,1,easy
2631,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",1,easy
2632,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,1,ambiguous
2633,Jos ask if u wana meet up?,1,easy
2634,No just send to you. Bec you in temple na.,1,none
2635,How was txting and driving,1,none
2636,Erutupalam thandiyachu,1,ambiguous
2637,Why nothing. Ok anyway give me treat,1,easy
2638,You said to me before i went back to bed that you can't sleep for anything.,1,easy
2639,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",1,easy
2640,Also track down any lighters you can find,1,ambiguous
2641,Ok lor wat time ü finish?,1,easy
2642,I dont. Can you send it to me. Plus how's mode.,1,none
2643,"Ok., is any problem to u frm him? Wats matter?",1,easy
2644,Hello which the site to download songs its urgent pls,1,ambiguous
2645,Did u got that persons story,1,ambiguous
2646,I need you to be in my strong arms...,1,none
2647,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",1,hard
2648,Finally the match heading towards draw as your prediction.,1,ambiguous
2649,Got smaller capacity one? Quite ex...,1,none
2650,Love it! I want to flood that pretty pussy with cum...,1,ambiguous
2651,"Dear relieved of westonzoyland, all going to plan this end too!",1,easy
2652,Dont you have message offer,1,none
2653,Are you this much buzy,1,easy
2654,No objection. My bf not coming.,1,none
2655,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",1,ambiguous
2656,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,1,easy
2657,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,0,ambiguous
2658,Ding me on ya break fassyole! Blacko from londn,1,easy
2659,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,1,ambiguous
2660,Thank you princess! I want to see your nice juicy booty...,1,ambiguous
2661,"Theoretically yeah, he could be able to come",1,none
2662,Y ü wan to go there? C doctor?,1,none
2663,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,1,ambiguous
2664,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,0,ambiguous
2665,Ard 515 like dat. Y?,1,none
2666,I'm not coming home 4 dinner.,1,easy
2667,Saw Guys and Dolls last night with Patrick Swayze it was great,1,ambiguous
2668,Call me when u finish then i come n pick u.,1,easy
2669,You got called a tool?,1,hard
2670,Easy ah?sen got selected means its good..,1,easy
2671,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",1,easy
2672,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",1,ambiguous
2673,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,1,easy
2674,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0,ambiguous
2675,Oh ok wait 4 me there... My lect havent finish,1,easy
2676,Excellent! Are you ready to moan and scream in ecstasy?,1,ambiguous
2677,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",1,none
2678,network operator. The service is free. For T & C's visit 80488.biz,0,ambiguous
2679,I come n pick ü up... Come out immediately aft ur lesson...,1,easy
2680,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",1,hard
2681,I can do that! I want to please you both inside and outside the bedroom...,1,none
2682,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",1,easy
2683,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,0,ambiguous
2684,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,1,none
2685,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,1,easy
2686,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",1,ambiguous
2687,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,0,ambiguous
2688,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 ",0,ambiguous
2689,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",1,easy
2690,Thanx a lot...,1,easy
2691,From tomorrow onwards eve 6 to 3 work.,1,ambiguous
2692,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,1,easy
2693,"Aight I'll grab something to eat too, text me when you're back at mu",1,none
2694,In meeting da. I will call you,1,easy
2695,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,0,ambiguous
2696,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,0,ambiguous
2697,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,0,ambiguous
2698,"Sorry, I'll call you  later. I am in meeting sir.",1,easy
2699,Nope i waiting in sch 4 daddy... ,1,easy
2700,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",0,ambiguous
2701,Wewa is 130. Iriver 255. All 128 mb.,1,ambiguous
2702,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",0,ambiguous
2703,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,1,easy
2704,That one week leave i put know that time. Why.,1,easy
2705,U're welcome... Caught u using broken english again...,1,easy
2706,Maybe you should find something else to do instead???,1,none
2707,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,1,ambiguous
2708,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",1,none
2709,In work now. Going have in few min.,1,easy
2710,Good. do you think you could send me some pix? I would love to see your top and bottom...,1,none
2711,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,1,none
2712,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",0,ambiguous
2713,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,0,ambiguous
2714,Am in gobi arts college,1,ambiguous
2715,The evo. I just had to download flash. Jealous?,1,none
2716,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,0,ambiguous
2717,Lol wtf random. Btw is that your lunch break,1,none
2718,S.s:)i thinl role is like sachin.just standing. Others have to hit.,1,none
2719,"Haha figures, well I found the piece and priscilla's bowl",1,ambiguous
2720,What happen to her tell the truth,1,ambiguous
2721,Well. You know what i mean. Texting,1,easy
2722,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,1,hard
2723,Need a coffee run tomo?Can't believe it's that time of week already,1,hard
2724,i felt so...not any conveying reason.. Ese he... What about me?,1,none
2725,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",1,easy
2726,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,1,easy
2727,Oh. U must have taken your REAL Valentine out shopping first.,1,easy
2728,Okay... I booked all already... Including the one at bugis.,1,none
2729,Yar but they say got some error.,1,easy
2730,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,1,easy
2731,At WHAT TIME should i come tomorrow,1,none
2732,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,0,ambiguous
2733,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,1,none
2734,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",1,ambiguous
2735,She ran off with a younger man. we will make pretty babies together :),1,none
2736,I want snow. It's just freezing and windy.,1,ambiguous
2737,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,0,ambiguous
2738,Pls i wont belive god.not only jesus.,1,easy
2739,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,1,none
2740,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,0,ambiguous
2741,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,1,none
2742,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,0,ambiguous
2743,Check with nuerologist.,1,ambiguous
2744,Sorry i missed your call. Can you please call back.,1,none
2745,We're on the opposite side from where we dropped you off,1,ambiguous
2746,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,1,easy
2747,Then cant get da laptop? My matric card wif ü lei... ,1,easy
2748,Hi:)cts employee how are you?,1,none
2749,Ok then no need to tell me anything i am going to sleep good night,1,easy
2750,He's just gonna worry for nothing. And he won't give you money its no use.,1,easy
2751,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",1,ambiguous
2752,Anything lor is she coming?,1,easy
2753,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,1,none
2754,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,1,ambiguous
2755,How are you holding up?,1,ambiguous
2756,"If i let you do this, i want you in the house by 8am.",1,none
2757,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,0,ambiguous
2758,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",0,ambiguous
2759,So when do you wanna gym?,1,easy
2760,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",1,hard
2761,Captain vijaykanth is doing comedy in captain tv..he is drunken :),1,none
2762,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,1,none
2763,So can collect ur laptop?,1,hard
2764,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,1,ambiguous
2765,I'm on the bus. Love you,1,none
2766,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,1,none
2767,Pls dont restrict her from eating anythin she likes for the next two days.,1,easy
2768,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",1,ambiguous
2769,Who's there say hi to our drugdealer,1,ambiguous
2770,Goin to workout lor... Muz lose e fats... ,1,easy
2771,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,0,ambiguous
2772,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",1,ambiguous
2773,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,1,ambiguous
2774,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",1,none
2775,Me n him so funny...,1,ambiguous
2776,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,0,ambiguous
2777,Going on nothing great.bye,1,none
2778,Oh ok..,1,none
2779,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,1,none
2780,Mm umma ask vava also to come tell him can play later together,1,easy
2781,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",1,easy
2782,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,1,ambiguous
2783,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",1,none
2784,How are you doing. How's the queen. Are you going for the royal wedding,1,none
2785,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",1,none
2786,"Aight, can you text me the address?",1,ambiguous
2787,Remember on that day..,1,easy
2788,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,1,easy
2789,Howz that persons story,1,none
2790,Ok...,1,none
2791,He is world famamus....,1,none
2792,Great! I shoot big loads so get ready!,1,easy
2793,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,0,ambiguous
2794,What's nannys address?,1,ambiguous
2795,I got your back! Do you have any dislikes in bed?,1,easy
2796,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,ambiguous
2797,I'm in a movie. Call me 4 wat?,1,none
2798,Filthy stories and GIRLS waiting for your,0,ambiguous
2799,Erm. I thought the contract ran out the4th of october.,1,none
2800,I'm at home. Please call,1,ambiguous
2801,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",1,none
2802,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",1,none
2803,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,1,easy
2804,Are you going to wipro interview today?,1,none
2805,The hair cream has not been shipped.,1,ambiguous
2806,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,0,ambiguous
2807,Well good morning mr . Hows london treatin' ya treacle?,1,easy
2808,Lol alright i was thinkin that too haha,1,easy
2809,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",1,none
2810,I think u have the wrong number.,1,none
2811,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,1,ambiguous
2812,Cab is available.they pick up and drop at door steps.,1,ambiguous
2813,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",1,none
2814,How is it possible to teach you. And where.,1,ambiguous
2815,If you're not in my car in an hour and a half I'm going apeshit,1,none
2816,Jus ans me lar. U'll noe later.,1,easy
2817,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,0,ambiguous
2818,But i juz remembered i gotta bathe my dog today..,1,easy
2819,"Sorry, I'll call later",1,easy
2820,"Just making dinner, you ?",1,easy
2821,When did you get to the library,1,hard
2822,I will come tomorrow di,1,easy
2823,U should make a fb list,1,ambiguous
2824,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,1,easy
2825,Hi its in durban are you still on this number,1,hard
2826,Is xy in ur car when u picking me up?,1,easy
2827,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,1,ambiguous
2828,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,0,ambiguous
2829,"Sorry that took so long, omw now",1,none
2830,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",1,ambiguous
2831,Hey are you angry with me. Reply me dr.,1,easy
2832,Ill be at yours in about 3 mins but look out for me,1,none
2833,"Sorry, I'll call later",1,none
2834,Huh? 6 also cannot? Then only how many mistakes?,1,hard
2835,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",1,easy
2836,Yup... From what i remb... I think should be can book... ,1,easy
2837,Do you like Italian food?,1,ambiguous
2838,Will purchase d stuff today and mail to you. Do you have a po box number?,1,ambiguous
2839,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",1,ambiguous
2840,Shall i get my pouch?,1,none
2841,Yup song bro. No creative. Neva test quality. He said check review online.,1,ambiguous
2842,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",1,easy
2843,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,0,ambiguous
2844,Sure but since my parents will be working on Tuesday I don't really need a cover story,1,ambiguous
2845,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,1,none
2846,You know what hook up means right?,1,none
2847,Come to mahal bus stop.. &lt;DECIMAL&gt;,1,easy
2848,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,1,none
2849,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",1,ambiguous
2850,I.ll hand her my phone to chat wit u,1,easy
2851,Life style garments account no please.,1,ambiguous
2852,Once free call me sir.,1,none
2853,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,0,ambiguous
2854,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",1,none
2855,"And very importantly, all we discuss is between u and i only.",1,none
2856,K..k...from tomorrow onwards started ah?,1,easy
2857,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,1,none
2858,"It wont b until 2.15 as trying 2 sort house out, is that ok?",1,easy
2859,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,1,ambiguous
2860,I'll text you when I drop x off,1,easy
2861,Love it! The girls at the office may wonder why you are smiling but sore...,1,hard
2862,Boooo you always work. Just quit.,1,easy
2863,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,1,none
2864,No..jst change tat only..,1,ambiguous
2865,That's y u haf 2 keep me busy...,1,easy
2866,Headin towards busetop,1,ambiguous
2867,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",0,ambiguous
2868,"Cool, what time you think you can get here?",1,easy
2869,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,1,easy
2870,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,1,easy
2871,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",1,none
2872,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",1,ambiguous
2873,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,1,none
2874,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",1,easy
2875,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,0,ambiguous
2876,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,ambiguous
2877,Dont worry. I guess he's busy.,1,none
2878,I like dis sweater fr mango but no more my size already so irritating.,1,ambiguous
2879,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",1,none
2880,I've sent ü my part..,1,easy
2881,"Sorry, I can't help you on this.",1,none
2882,o turns out i had stereo love on mi phone under the unknown album.,1,hard
2883,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,1,none
2884,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",1,hard
2885,He also knows about lunch menu only da. . I know,1,none
